X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu
650794.627700001,6862121.0105,1591,GALERIE GALLIMARD,librairie,spécialisée,livres rares, , , , , , , ,18 RUE DE L'ECHIQUIER,Commerces du livre
650794.627700001,6862121.0105,1592,GALERIE GALLIMARD,galerie d'art,maison d'édition galerie,,,,,,,,,26 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651380.468800001,6862121.0201,1593,LIBRAIRIE LES IMMORTELS,librairie,généraliste, , , ,Place des Libraires, , , , ,30 RUE DE MEUDON,Commerces du livre
652849.989299998,6862121.5465,1594,CARRE D'ARTISTES,galerie d'art,,,,,,,,,,12 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
652768.826499999,6862122.2995,1595,NATHALIE OBADIA,galerie d'art,,,,,,,,,,30 RUE DES TOURNELLES,Commerces de l'art et d'antiquités
646600.917300001,6862123.0315,1596,ADER ENTREPRISES & PATRIMOINE,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
646600.933399998,6862123.0698,1597,ADER PARIS 16,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
651212.299599998,6862125.3426,1598,GALERIE CHARRAUDEAU,galerie d'art,,,,,,,,,,21 RUE GUÉNÉGAUD,Commerces de l'art et d'antiquités
651212.299599998,6862125.3426,1599,BETTINA,galerie d'art,,,,,,,,,,23 RUE GUÉNÉGAUD,Commerces de l'art et d'antiquités
647089.813000001,6862125.4921,1600,FONTAINE PASSY,librairie,généraliste, , , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,49 AVENUE JEAN JAURÈS,Commerces du livre
647089.813000001,6862125.4921,1601,YELLOWKORNER PARIS ANNONCIATION,galerie d'art,,,,,,,,,,RUE DU CHEVALIER DE LA BARRE & RUE DU MONT-CENIS,Commerces de l'art et d'antiquités
651472.115599997,6862125.6544,1602,,bouquiniste,,,,,,,,,,RAMPE LOUIS-PHILIPPE EST,Commerces du livre
651016.911399998,6862127.0932,1603,GROS JEAN PIERRE,antiquaire,,,,,,,,,,122 RUE DU BAC,Commerces de l'art et d'antiquités
650928.8169,6862128.3502,1604,GILGAMESH,antiquaire,,,,,,,,,,16 RUE DE L'EXPOSITION,Commerces de l'art et d'antiquités
651224.239299998,6862128.7712,1605,GALERIE CHARRAUDEAU,galerie d'art,,,,,,,,,,21 RUE GUÉNÉGAUD,Commerces de l'art et d'antiquités
651464.553800002,6862132.3144,1606,,bouquiniste,,,,,,,,,,RAMPE LOUIS-PHILIPPE EST,Commerces du livre
653290.012699999,6862134.3821,1607,COMPTOIR DE L IMAGE,librairie,spécialisée,arts,beaux-arts, , , , , , ,52 RUE DES ECOLES,Commerces du livre
650930.468199998,6862137.9162,1608,WILLY RIZZO,galerie d'art,,,,,,,,,,36 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651456.445200004,6862139.456,1609,,bouquiniste,,,,,,,,,,RAMPE LOUIS-PHILIPPE EST,Commerces du livre
651229.0779,6862142.4343,1610,PBG EXPERTISE,antiquaire,,,,,,,,,,33 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
658817.299999997,6862144.2243,1611,CAFE LIBRAIRIE MICHELE FIRK,librairie,généraliste,restauration, , , , , , , ,70-74 AVENUE DU BAC,Commerces du livre
651448.717100002,6862145.6227,1612,,bouquiniste,,,,,,,,,,RAMPE LOUIS-PHILIPPE EST,Commerces du livre
650751.002700001,6862146.6835,1613,GALERIE TIAGO,antiquaire,,,,,,,,,,3 RUE ROSSINI,Commerces de l'art et d'antiquités
651969.351300001,6862150.4983,1614,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650761.896200001,6862150.693,1615,GALERIE VAUCLAIR,antiquaire,,,,,,,,,,7 RUE DE LA GRANGE BATELIÈRE,Commerces de l'art et d'antiquités
650761.896200001,6862150.693,1616,BAZIN,antiquaire,,,,,,,,,,19 RUE DE LA GRANGE BATELIÈRE,Commerces de l'art et d'antiquités
651044.711900003,6862152.1992,1617,GALERIE DURET,galerie d'art,,,,,,,,,,1-17 RUE VISCONTI,Commerces de l'art et d'antiquités
653378.943099998,6862153.553,1618,MICHEL REIN,galerie d'art,,,,,,,,,,17 RUE DU PLÂTRE,Commerces de l'art et d'antiquités
651957.992799997,6862154.765,1619,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
651262.416599996,6862154.937,1620,DUVAL ANNE-SOPHIE,antiquaire,,,,,,,,,,33 RUE DE LILLE,Commerces de l'art et d'antiquités
650736.584200002,6862155.1845,1621,DUMONTEIL,galerie d'art,,,,,,,,,,10 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651430.972599998,6862155.4911,1622,,bouquiniste,,,,,,,,,,RAMPE LOUIS-PHILIPPE EST,Commerces du livre
652850.8671,6862156.9595,1623,LES MOTS A LA BOUCHE,librairie,spécialisée,militante,LGBT, , , , , , ,41 RUE JUSSIEU,Commerces du livre
648697.283299997,6862157.1349,1624,PIERRE-ADRIEN YVINEC,librairie,spécialisée,livres rares, , , , , , , ,135 BOULEVARD DE MÉNILMONTANT,Commerces du livre
653192.329599999,6862157.6742,1625,GALERIE MANSART,galerie d'art,,,,,,,,,,11 RUE DE THORIGNY,Commerces de l'art et d'antiquités
651947.1906,6862159.2776,1626,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
652929.9067,6862162.3602,1627,LIBRAIRIE DU TEMPLE,librairie,spécialisée,religion,judaïsme, , , , , , ,20 RUE SOUFFLOT,Commerces du livre
653585.833400004,6862163.3505,1628,MICKAEL MARCIANO,galerie d'art,,,,,,,,,,5 RUE DU PAS DE LA MULE,Commerces de l'art et d'antiquités
651936.960100003,6862163.4405,1629,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650722.474100001,6862163.5029,1630,THIERRY MERCIER,galerie d'art,,,,,,,,,,14 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650722.474100001,6862163.5029,1631,HERVOUET,antiquaire,,,,,,,,,,10 RUE DROUOT,Commerces de l'art et d'antiquités
650778.661499999,6862163.618,1632,GALERIE BERES,galerie d'art,,,,,,,,,,12 RUE DE VERNEUIL,Commerces de l'art et d'antiquités
651051.094300002,6862163.9314,1633,LAURENT DUBOIS,galerie d'art,,,,,,,,,,1-17 RUE VISCONTI,Commerces de l'art et d'antiquités
651051.094300002,6862163.9314,1634,GIRARD VERONIQUE,antiquaire,,,,,,,,,,23 RUE DU BAC,Commerces de l'art et d'antiquités
648784.862199999,6862166.6707,1635,AROM,antiquaire,,,,,,,,,,19 AVENUE LEDRU-ROLLIN,Commerces de l'art et d'antiquités
651397.407099999,6862166.758,1636,,bouquiniste,,,,,,,,,,VOIE GEORGES POMPIDOU & RAMPE LOUIS-PHILIPPE EST,Commerces du livre
651217.570600003,6862166.7957,1637,BREHERET,galerie d'art,,,,,,,,,,27 RUE DE SEINE,Commerces de l'art et d'antiquités
642406.189800002,6862167.0314,1638,LES BOOKIES,librairie,spécialisée,livres d'occasion, , , , , , , ,7-7 AVENUE WALWEIN,Commerces du livre
650768.799999997,6862167.6007,1639,LAURENT OIFFER,antiquaire,,,,,,,,,,38 AVENUE DE VILLEPREUX,Commerces de l'art et d'antiquités
651925.566,6862168.2499,1640,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
653609.9221,6862168.3316,1641,LIBRAIRIE DU GLOBE,librairie,spécialisée,langue étrangère,russe, , , , , , ,2 RUE DANTE,Commerces du livre
650781.18,6862168.9247,1642,CAPTIER,antiquaire,,,,,,,,,,52 RUE DE BABYLONE,Commerces de l'art et d'antiquités
652876.503200002,6862169.1336,1643,GALERIE MARGUERITE D.,galerie d'art,,,,,,,,,,12 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
653523.9331,6862169.2958,1644,POLKA,galerie d'art,,,,,,,,,,39 RUE VOLTA,Commerces de l'art et d'antiquités
651387.495399997,6862170.0756,1645,,bouquiniste,,,,,,,,,,VOIE GEORGES POMPIDOU,Commerces du livre
652308.822400004,6862172.0321,1646,FRANCE LOISIRS,librairie,généraliste, , , , , , , , ,52 BOULEVARD SAINT-MARCEL,Commerces du livre
651914.092100002,6862173.1568,1647,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
651001.466399997,6862173.6542,1648,GALERIE MARTEL GREINER,galerie d'art,,,,,,,,,,6 AVENUE DELCASSÉ,Commerces de l'art et d'antiquités
650785.1329,6862177.2584,1649,ARTHEME GALLERY,galerie d'art,,,,,,,,,,32 RUE DE VARENNE,Commerces de l'art et d'antiquités
650785.1329,6862177.2584,1650,LA MANUFACTURE,galerie d'art,,,,,,,,,,61 RUE DE VARENNE,Commerces de l'art et d'antiquités
653449.549999997,6862177.5201,1651,GALERIE CHEZ VALENTIN,galerie d'art,,,,,,,,,,51 RUE VOLTA,Commerces de l'art et d'antiquités
651058.721900001,6862177.9492,1652,GALERIE ST MARTIN,galerie d'art,,,,,,,,,,5 RUE STANISLAS,Commerces de l'art et d'antiquités
651902.501900002,6862177.9563,1653,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650773.727700002,6862178.2952,1654,CERAMIQUES,antiquaire,,,,,,,,,,10 RUE CHAUCHAT,Commerces de l'art et d'antiquités
650773.727700002,6862178.2952,1655,YANN ALLEE,antiquaire,,,,,,,,,,2 RUE DROUOT,Commerces de l'art et d'antiquités
653582.555600002,6862178.3439,1656,RING THE BELL,galerie d'art,,,,,,,,,,1-7 RUE PIERRE AU LARD,Commerces de l'art et d'antiquités
651185.064800002,6862178.4566,1657,ECOLE NATIONALE SUPERIEURE BEAUX-ARTS,librairie,spécialisée,arts, , , , , , , ,48 RUE DE LILLE,Commerces du livre
650289.076700002,6862179.0008,1658,PROJET ROOM,galerie d'art,,,,,,,,,,40 RUE DE VERNEUIL,Commerces de l'art et d'antiquités
650289.076700002,6862179.0008,1659,BELLECHASSE 29,antiquaire,,,,,,,,,,17 RUE DROUOT,Commerces de l'art et d'antiquités
650841.426600002,6862179.4335,1660,FRANCOIS P. BELLIARD,antiquaire,,,,,,,,,,2 RUE DE MIROMESNIL,Commerces de l'art et d'antiquités
652928.3464,6862180.7461,1661,C,galerie d'art,,,,,,,,,,19 RUE DE BIÈVRE,Commerces de l'art et d'antiquités
653484.700800002,6862180.749,1662,MAUBERT,galerie d'art,,,,,,,,,,21 PLACE DES VOSGES,Commerces de l'art et d'antiquités
650702.613200001,6862181.2494,1663,BAC SAINT GERMAIN,galerie d'art,,,,,,,,,,46 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
646696.354199998,6862181.2747,1664,S. MILANO,antiquaire,,,,,,,,,,16 RUE DE LA GRANGE BATELIÈRE,Commerces de l'art et d'antiquités
653379.891400002,6862181.6386,1665,MARIA LUND,galerie d'art,,,,,,,,,,3 RUE DU PONT LOUIS-PHILIPPE,Commerces de l'art et d'antiquités
653607.907200001,6862181.6543,1666,LES IMAGES DE MARC,librairie,spécialisée,livres rares, , , , , , , ,151B RUE SAINT-JACQUES,Commerces du livre
651891.745800003,6862182.3272,1667,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
648851.419399999,6862183.7395,1668,RS,antiquaire,,,,,,,,,,51 RUE DE L'ESPÉRANCE,Commerces de l'art et d'antiquités
650808.339000002,6862184.4514,1669,BJF,antiquaire,,,,,,,,,,205 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
650828.556400001,6862185.3615,1670,JACQUES LAFON,antiquaire,,,,,,,,,,8 RUE DE MIROMESNIL,Commerces de l'art et d'antiquités
650659.157700002,6862186.0153,1671,GIANNA SISTU,galerie d'art,,,,,,,,,,5 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650973.653700002,6862186.4027,1672,7L,librairie,spécialisée,arts, , ,Place des Libraires, , , , ,28 RUE RENÉ BOULANGER,Commerces du livre
651881.208999999,6862186.6367,1673,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650682.327399999,6862186.8467,1674,BLIN PLUS BLIN,galerie d'art,,,,,,,,,,18 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651336.634800002,6862188.0011,1675,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
652844.5295,6862188.1614,1676,CECILIA F,galerie d'art,,,,,,,,,,9 PLACE DES VOSGES,Commerces de l'art et d'antiquités
652844.5295,6862188.1614,1677,MAXIME D,galerie d'art,,,,,,,,,,10 PLACE DES VOSGES,Commerces de l'art et d'antiquités
653406.976000004,6862188.6454,1678,GILLES DROUAULT,galerie d'art,,,,,,,,,,21 PLACE DES VOSGES,Commerces de l'art et d'antiquités
650779.949500002,6862188.8858,1679,GALERIE JANTZEN,antiquaire,,,,,,,,,,10 RUE CHAUCHAT,Commerces de l'art et d'antiquités
651064.845200002,6862189.1975,1680,VALERIE LEVESQUE,antiquaire,,,,,,,,,,21 RUE DU BAC,Commerces de l'art et d'antiquités
651870.676799998,6862190.8475,1681,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
658652.989500001,6862191.876,1682,FOLIES D'ENCRE MONTREUIL,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr,Paris Librairies,Librairies 93,Place des Libraires,Librest,21-31 RUE DE PARIS,Commerces du livre
651324.138400003,6862192.2812,1683,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650647.421300001,6862192.8738,1684,SEPTIEME GALLERY DEGO ET DUCHENNE,galerie d'art,,,,,,,,,,6 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650708.294399999,6862193.3115,1685,MARTIN FLORENCE,antiquaire,,,,,,,,,,2 RUE DU BOULOI,Commerces de l'art et d'antiquités
650908.565899998,6862193.6114,1686,GALERIE LE STUDIO,antiquaire,,,,,,,,,,17 BOULEVARD RASPAIL,Commerces de l'art et d'antiquités
651860.454400003,6862194.8437,1687,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
653139.9045,6862195.045,1688,SIX ELZEVIR,galerie d'art,,,,,,,,,,80 RUE QUINCAMPOIX,Commerces de l'art et d'antiquités
650982.5462,6862195.1689,1689,1831,galerie d'art,,,,,,,,,,3 RUE DE DURAS,Commerces de l'art et d'antiquités
651315.542499997,6862195.3894,1690,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650803.314099997,6862196.9634,1691,NOTES DE NUIT,librairie,maison d'édition, , , , , , , , ,25 BOULEVARD VOLTAIRE,Commerces du livre
648770.590099998,6862197.5698,1692,LEHALLE,galerie d'art,,,,,,,,,,3 RUE DE SOLFÉRINO,Commerces de l'art et d'antiquités
651306.8873,6862198.3861,1693,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650775.476800002,6862199.6372,1694,GALERIE PLA,antiquaire,,,,,,,,,,4 RUE ROSSINI,Commerces de l'art et d'antiquités
650775.476800002,6862199.6372,1695,TRANSATLANTIQUE,antiquaire,,,,,,,,,,8 RUE DE LA GRANGE BATELIÈRE,Commerces de l'art et d'antiquités
651273.794500001,6862200.6411,1696,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651846.625399999,6862200.7051,1697,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
651262.706699997,6862201.1675,1698,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
651252.392800003,6862202.346,1699,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
648950.844999999,6862203.1456,1700,ANTIQUITES,antiquaire,,,,,,,,,,RUE DE MONTREUIL & IMPASSE MORLET,Commerces de l'art et d'antiquités
651243.576499999,6862203.7552,1701,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650797.629199997,6862203.766,1702,ANTOINE VILLENEUVE,galerie d'art,,,,,,,,,,19 RUE DE VARENNE,Commerces de l'art et d'antiquités
650797.629199997,6862203.766,1703,DENIS DERVIEUX,antiquaire,,,,,,,,,,40 RUE DES MATHURINS,Commerces de l'art et d'antiquités
650961.1395,6862204.9475,1704,JEAN PIERRE ORINEL,galerie d'art,,,,,,,,,,9 RUE DE DURAS,Commerces de l'art et d'antiquités
649928.086000003,6862205.7834,1705,GALERIE 32,galerie d'art,,,,,,,,,,11 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
651834.281400003,6862205.8037,1706,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650930.530000001,6862206.1647,1707,CAPTIER BARNES,antiquaire,,,,,,,,,,RUE DE BELLECHASSE & RUE LAS CASES,Commerces de l'art et d'antiquités
650930.530000001,6862206.1647,1708,ALAIN FRADIN,antiquaire,,,,,,,,,,90 RUE DU BAC,Commerces de l'art et d'antiquités
651231.155699998,6862206.3752,1709,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO,Commerces du livre
650714.504699998,6862206.4692,1710,GALERIE SPADAFORA,antiquaire,,,,,,,,,,38 RUE SAINT-GEORGES,Commerces de l'art et d'antiquités
650701.616599999,6862206.6774,1711,LEFEBVRE ET FILS,antiquaire,,,,,,,,,,14 RUE DE LA GRANGE BATELIÈRE,Commerces de l'art et d'antiquités
650392.102300003,6862206.9765,1712,TIBERMONT,galerie d'art,,,,,,,,,,182 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
652476.516099997,6862207.5379,1713,ART GENERATION GALERIE,galerie d'art,,,,,,,,,,11 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
653662.950000003,6862207.7203,1714,BE ESPACE,galerie d'art,,,,,,,,,,RUELLE BIDAULT & RUE DE CHARENTON,Commerces de l'art et d'antiquités
651062.074100003,6862209.0755,1715,GALERIE DES MODERNES,galerie d'art,,,,,,,,,,152 BOULEVARD HAUSSMANN,Commerces de l'art et d'antiquités
651062.074100003,6862209.0755,1716,J.F.DE BLANCHETTI,antiquaire,,,,,,,,,,37 BOULEVARD D'ARGENSON,Commerces de l'art et d'antiquités
651218.561800003,6862209.7191,1717,,bouquiniste,,,,,,,,,,PORT DE MONTEBELLO & PORT DE LA TOURNELLE,Commerces du livre
651822.438600004,6862210.4797,1718,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
651097.189499997,6862210.8295,1719,KEVORKIAN A M,antiquaire,,,,,,,,,,37 RUE DE LILLE,Commerces de l'art et d'antiquités
650790.423799999,6862211.2115,1720,HEGOA,galerie d'art,,,,,,,,,,57 RUE VANEAU,Commerces de l'art et d'antiquités
650790.423799999,6862211.2115,1721,AUJOURD'HUI,antiquaire,,,,,,,,,,49 RUE SAINT-GEORGES,Commerces de l'art et d'antiquités
650919.214599997,6862211.3496,1722,GALERIE EDOUARD DE LA MARQUE,antiquaire,,,,,,,,,,42 RUE DE VARENNE,Commerces de l'art et d'antiquités
650919.214599997,6862211.3496,1723,THEOREME,antiquaire,,,,,,,,,,81 RUE DU BAC,Commerces de l'art et d'antiquités
650801.286300004,6862211.5302,1724,LE CABINET DE CURIOSITE,antiquaire,,,,,,,,,,20 RUE ROYALE,Commerces de l'art et d'antiquités
653562.839599997,6862212.5425,1725,GALERIE DE L'ANGLE,galerie d'art,,,,,,,,,,5 RUE DU PAS DE LA MULE,Commerces de l'art et d'antiquités
650944.1976,6862212.6838,1726,GILGAMESH,galerie d'art,,,,,,,,,,61 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
650637.442100003,6862212.9783,1727,MOISSONNIER,antiquaire,,,,,,,,,,5 RUE DE PROVENCE,Commerces de l'art et d'antiquités
649156.081,6862214.0286,1728,LE PARCHEMIN,librairie,maison de la presse, , , , , , , , ,RUE DU CHÂTEAU D'EAU & CITÉ RIVERIN,Commerces du livre
652487.000200003,6862214.4566,1729,GALERIE DE FRANCE,galerie d'art,,,,,,,,,,10 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
651810.619000003,6862215.5791,1730,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
652924.841499999,6862216.2395,1731,PHOTO DOC,foire d'art,photographie,,,,,,,,,21 RUE DES CARMES,Commerces de l'art et d'antiquités
652924.841499999,6862216.2395,1732,LA METAMORPHOSE,foire d'art,art contemporain,,,,,,,,,21 RUE RACINE,Commerces de l'art et d'antiquités
652924.841499999,6862216.2395,1733,EXPO4ART,foire d'art,art contemporain,,,,,,,,,4 RUE SAINT-SULPICE,Commerces de l'art et d'antiquités
651948.616999999,6862216.4219,1734,LE 9,librairie,généraliste, , , , , , , , ,8 RUE DE LA SORBONNE,Commerces du livre
650935.9164,6862216.4693,1735,KARRY GALLERY,galerie d'art,,,,,,,,,,62 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
653363.702399999,6862216.8074,1736,LE COIN DES ARTS,galerie d'art,,,,,,,,,,4 RUE DU PONT LOUIS-PHILIPPE,Commerces de l'art et d'antiquités
649942.076099999,6862217.3819,1737,PEINTURE FRAICHE,galerie d'art,,,,,,,,,,5 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
650720.368900001,6862218.8897,1738,NEMO,galerie d'art,,,,,,,,,,38 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
650707.403200001,6862219.0306,1739,GALERIE JEAN FOURNIER,galerie d'art,,,,,,,,,,40 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
650756.159900002,6862219.0521,1740,VERNEUIL,galerie d'art,,,,,,,,,,36 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650804.860100001,6862219.1301,1741,GALERIE BORDET,antiquaire,,,,,,,,,,24 AVENUE MATIGNON,Commerces de l'art et d'antiquités
653008.986400001,6862220.0867,1742,LIBRAIRIE DU CENTRE CULTUREL SUISSE,librairie,spécialisée,arts, , ,Paris Librairies,Place des Libraires, , , ,3B PLACE DE LA SORBONNE,Commerces du livre
651191.799800001,6862220.1369,1743,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650623.9705,6862220.1593,1744,SCENE ANTIQUE,antiquaire,,,,,,,,,,7 RUE DE PROVENCE,Commerces de l'art et d'antiquités
650623.9705,6862220.1593,1745,BRITISH GALLERY,antiquaire,,,,,,,,,,9 RUE DE PROVENCE,Commerces de l'art et d'antiquités
651798.243900001,6862220.8099,1746,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650924.214400001,6862221.8145,1747,MOUGIN,galerie d'art,,,,,,,,,,68 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
650796.049099997,6862223.175,1748,SYLVIE LHERMITE KING,antiquaire,,,,,,,,,,60 RUE DE CLICHY,Commerces de l'art et d'antiquités
650796.049099997,6862223.175,1749,OLIVIA LAMY CHABOLLE,antiquaire,,,,,,,,,,CITÉ MALESHERBES & RUE VICTOR MASSÉ,Commerces de l'art et d'antiquités
654681.853100002,6862223.9736,1750,BROCART,galerie d'art,,,,,,,,,,1 RUE BALARD,Commerces de l'art et d'antiquités
651178.366899997,6862225.2248,1751,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
651786.863200001,6862225.6,1752,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
649932.253200002,6862225.6162,1753,GALERIE 30,galerie d'art,,,,,,,,,,7 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
650808.352600001,6862226.5806,1754,ALVARO ROQUETTE,antiquaire,,,,,,,,,,14 AVENUE MATIGNON,Commerces de l'art et d'antiquités
653704.094899997,6862227.8335,1755,FAUVE,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
651056.898800001,6862228.9297,1756,GALLERIE BOURRIAUD,antiquaire,,,,,,,,,,31-33 RUE DE VERNEUIL,Commerces de l'art et d'antiquités
651056.898800001,6862228.9297,1757,F. BAULME FINE ART,antiquaire,,,,,,,,,,31-33 RUE DE VERNEUIL,Commerces de l'art et d'antiquités
650605.089699998,6862229.5677,1758,VIRGILE LEGRAND,galerie d'art,,,,,,,,,,18 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650605.089699998,6862229.5677,1759,ARNAUD CHARVET,galerie d'art,,,,,,,,,,19 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650605.089699998,6862229.5677,1760,MARTINE GOSSIEAUX,galerie d'art,,,,,,,,,,28 AVENUE MATIGNON,Commerces de l'art et d'antiquités
650605.089699998,6862229.5677,1761,AU BAIN MARIE,antiquaire,,,,,,,,,,13 RUE DE PROVENCE,Commerces de l'art et d'antiquités
649352.337899998,6862230.0074,1762,PAUL LOUIS FLANDRIN,galerie d'art,,,,,,,,,,25 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
651163.056900002,6862231.133,1763,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
649944.981899999,6862231.6743,1764,27 CONCEPT,galerie d'art,,,,,,,,,,54 RUE DE VERNEUIL,Commerces de l'art et d'antiquités
650811.370399997,6862233.0012,1765,LEVY GERARD,antiquaire,,,,,,,,,,24 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651153.407200001,6862234.6924,1766,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650894.612199999,6862235.337,1767,SANDY TOUPENET,antiquaire,,,,,,,,,,24 RUE DE BEAUNE,Commerces de l'art et d'antiquités
650894.612199999,6862235.337,1768,MOUGIN SARL,antiquaire,,,,,,,,,,36 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
650894.612199999,6862235.337,1769,CAROLE DECOMBE,antiquaire,,,,,,,,,,40 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
650728.848800004,6862236.8833,1770,KOGAN,librairie,spécialisée,arts,cinéma, , , , , , ,36 RUE RENÉ BOULANGER,Commerces du livre
650588.598899998,6862237.7961,1771,GALERIE ORSAY PARIS - SIMON LHOPITEAU,galerie d'art,,,,,,,,,,20 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651145.600500003,6862238.0999,1772,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
650813.840499997,6862238.2554,1773,GALERIE DELVAILLE,antiquaire,,,,,,,,,,52 RUE DU COLISÉE,Commerces de l'art et d'antiquités
651036.594599999,6862238.5342,1774,GALERIE CHENEL,antiquaire,,,,,,,,,,24 RUE DU BAC,Commerces de l'art et d'antiquités
651922.821500003,6862239.4285,1775,ATELIER,galerie d'art,,,,,,,,,,5B RUE DE BEAUCE,Commerces de l'art et d'antiquités
650803.761799999,6862239.59,1776,LAROCHE GABRIELLE,antiquaire,,,,,,,,,,1-17 RUE BALLU,Commerces de l'art et d'antiquités
652354.616700001,6862240.4269,1777,MURS SAINT BON,galerie d'art,,,,,,,,,,12 RUE DES PATRIARCHES,Commerces de l'art et d'antiquités
650883.393399999,6862240.4651,1778,RCM,galerie d'art,,,,,,,,,,71 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
650853.804899998,6862241.3316,1779,MAY,galerie d'art,,,,,,,,,,71 RUE DU FAUBOURG SAINT-HONORÉ,Commerces de l'art et d'antiquités
650853.804899998,6862241.3316,1780,GALERIE ANDRE HAYAT,antiquaire,,,,,,,,,,9 RUE DE DURAS,Commerces de l'art et d'antiquités
651136.491700001,6862241.6596,1781,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
